1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.0800908338205 ,0.0800908338205 ,0.0800908338205 ,0.0800908338205 ,0.0800908338205
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.198517763372 ,0.19807588635 ,0.197402435958 ,0.202126000077 ,0.203877914243;	1.05598162648 ,1.05363113649 ,1.05004883116 ,1.07517503064 ,1.08449404138
4;	0.192994261912 ,0.210151900964 ,0.181109457286 ,0.206480196498 ,0.20926418334;	0.953530154249 ,1.03830120417 ,0.894810690386 ,1.02016034915 ,1.03391524205
5;	0.199457649109 ,0.198547933193 ,0.207726336828 ,0.185718913008 ,0.208549167861;	0.934280620391 ,0.930019415298 ,0.973012023908 ,0.869926934557 ,0.976866251064
6;	0.198630917393 ,0.20263490278 ,0.202408708939 ,0.193924999843 ,0.202400471044;	0.932636565531 ,0.951436575261 ,0.950374521832 ,0.910540756685 ,0.950335842243
7;	0.207297807584 ,0.197289996532 ,0.196666102621 ,0.205832591836 ,0.192913501427;	1.93818866151 ,1.84461784119 ,1.83878457108 ,1.92448921827 ,1.80369857973
8;	0.191398969602 ,0.217384361299 ,0.1860794519 ,0.217426160007 ,0.187711057191;	0.896622474803 ,1.01835294316 ,0.871702804984 ,1.01854875226 ,0.879346179328
9;	0.200077310705 ,0.199337411034 ,0.200329543463 ,0.199947810606 ,0.200307924191;	7.668641866 ,7.64028270034 ,7.67830954237 ,7.66367833526 ,7.67748091041
10;	0.200582020569 ,0.200252091161 ,0.200358691365 ,0.198816256534 ,0.199990940372;	0.995755854559 ,0.994117975255 ,0.994647174118 ,0.986990014675 ,0.992821535893
11;	0.200083088026 ,0.19995763671 ,0.19948710803 ,0.199608168458 ,0.200863998776;	0.998967759947 ,0.998341411056 ,0.995992172119 ,0.996596598335 ,1.0028666635
12;	0.200319788564 ,0.200186692123 ,0.199951285802 ,0.199672189733 ,0.199870043778;	18.0556663138 ,18.043669771 ,18.0224516077 ,17.9972955034 ,18.0151289219
