1;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
2;	0.248770604712 ,0.248770604712 ,0.248770604712 ,0.248770604712 ,0.00491758115189;	50.5880019115 ,50.5880019115 ,50.5880019115 ,50.5880019115 ,1.0
3;	0.229454468267 ,0.246482750854 ,0.251120212528 ,0.250276000147 ,0.022666568203;	10.1230352214 ,10.874286246 ,11.0788810321 ,11.0416362065 ,1.0
4;	0.205598340983 ,0.205598340983 ,0.205598340983 ,0.205598340983 ,0.177606636069;	1.15760506214 ,1.15760506214 ,1.15760506214 ,1.15760506214 ,1.0
