6;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
7;	0.226648618545 ,0.215574282504 ,0.229166058086 ,0.228488157866 ,0.100122882999;	2.2637044775 ,2.15309703483 ,2.28884797582 ,2.28207729365 ,1.0
8;	0.273206325514 ,0.0890448405377 ,0.274513213273 ,0.144738227244 ,0.218497393432;	1.25038711548 ,0.407532735925 ,1.25636836651 ,0.662425418312 ,1.0
9;	0.198219854588 ,0.186625257633 ,0.191764442259 ,0.187202381551 ,0.236188063969;	0.839245858819 ,0.790155330025 ,0.811914196834 ,0.792598823179 ,1.0
10;	0.215099419395 ,0.221586510325 ,0.213681291356 ,0.226689747547 ,0.122943031376;	1.74958610494 ,1.80235112023 ,1.73805126622 ,1.84386007901 ,1.0
11;	0.172367870106 ,0.202449109091 ,0.192424426461 ,0.182936031128 ,0.249822563215;	0.689961178398 ,0.810371595287 ,0.770244384592 ,0.732263846684 ,1.0
12;	0.180956358876 ,0.1860478864 ,0.210703791086 ,0.209731317605 ,0.212560646033;	0.85131637607 ,0.875269669488 ,0.991264352165 ,0.986689312057 ,1.0
