3;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
4;	0.228800779385 ,0.247458866415 ,0.24272360557 ,0.233393376085 ,0.0476233725453;	4.80438001671 ,5.19616426114 ,5.09673281411 ,4.90081578879 ,1.0
5;	0.227858345457 ,0.22452226527 ,0.222300570993 ,0.228176372895 ,0.0971424453845;	2.34561055731 ,2.31126840982 ,2.28839793062 ,2.34888438305 ,1.0
6;	0.200099927796 ,0.199845257518 ,0.200209391101 ,0.196310610886 ,0.203534812698;	0.983123845714 ,0.981872608764 ,0.983661656927 ,0.964506308694 ,1.0
7;	0.23742368985 ,0.231509713935 ,0.235749344779 ,0.238797794438 ,0.0565194569971;	4.20074258431 ,4.09610647794 ,4.17111836002 ,4.22505464712 ,1.0
8;	0.0967886177341 ,0.0984372978224 ,0.0984714203945 ,0.0980645296018 ,0.608238134447;	0.159129479479 ,0.161840062711 ,0.16189616339 ,0.161227197126 ,1.0
9;	0.22052759831 ,0.224784249295 ,0.228837182842 ,0.232151362084 ,0.0936996074692;	2.35355946803 ,2.39898816405 ,2.44224270541 ,2.4776129629 ,1.0
10;	0.0533169901261 ,0.0533150689748 ,0.0532365468678 ,0.0532879264474 ,0.786843467584;	0.0677606059179 ,0.0677581643252 ,0.0676583705158 ,0.0677236688652 ,1.0
11;	0.210965279858 ,0.210997831516 ,0.211038463175 ,0.211008949582 ,0.155989475868;	1.35243277589 ,1.35264145445 ,1.35290193137 ,1.35271272891 ,1.0
12;	0.210974260284 ,0.211015922785 ,0.210617215908 ,0.211169229695 ,0.156223371329;	1.35046541686 ,1.35073210231 ,1.34817994335 ,1.35171343377 ,1.0
