0;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.201232106011 ,0.199727623724 ,0.198696558742 ,0.201680811568 ,0.198662899955;	1.01293249045 ,1.00535944945 ,1.00016942664 ,1.01519111829 ,1.0
4;	0.199394195837 ,0.199394195837 ,0.199394195837 ,0.199394195837 ,0.202423216653;	0.985036198583 ,0.985036198583 ,0.985036198583 ,0.985036198583 ,1.0
