2;	0.0239516712871 ,0.0239516712871 ,0.0239516712871 ,0.0239516712871 ,0.904193314852;	0.0264895469737 ,0.0264895469737 ,0.0264895469737 ,0.0264895469737 ,1.0
3;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
4;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
5;	0.204090205168 ,0.233342008816 ,0.19739118205 ,0.180965920806 ,0.18421068316;	1.1079173133 ,1.26671268362 ,1.07155121877 ,0.982385590789 ,1.0
6;	0.219196034321 ,0.195519211256 ,0.174203347931 ,0.206540706654 ,0.204540699838;	1.07164996744 ,0.955893919454 ,0.851680609622 ,1.00977803839 ,1.0
7;	0.179813721603 ,0.213322973836 ,0.189027408561 ,0.188933034871 ,0.228902861129;	0.785545976651 ,0.931936686088 ,0.825797491691 ,0.825385204623 ,1.0
8;	0.200980792142 ,0.205473989915 ,0.205531959332 ,0.200815792868 ,0.187197465742;	1.07362987712 ,1.09763232692 ,1.0979419968 ,1.07274845881 ,1.0
9;	0.197506870996 ,0.203219719351 ,0.194524409789 ,0.198747263023 ,0.206001736841;	0.958763134837 ,0.986495174589 ,0.944285289884 ,0.964784404593 ,1.0
10;	0.201698548869 ,0.199286595309 ,0.198041562191 ,0.196865059246 ,0.204108234384;	0.98819407986 ,0.976377047749 ,0.970277180581 ,0.964513067493 ,1.0
11;	0.202379406798 ,0.199538763875 ,0.201246929028 ,0.199466591463 ,0.197368308835;	1.02538957745 ,1.01099697845 ,1.01965168682 ,1.01063130469 ,1.0
12;	0.20006520959 ,0.20061615257 ,0.200644974835 ,0.20056433135 ,0.198109331656;	1.00987271986 ,1.01265372455 ,1.01279921122 ,1.01239214566 ,1.0
