1;	2.37468748052e-05 ,2.37468748052e-05 ,2.37468748052e-05 ,2.37468748052e-05 ,0.999905012501;	2.37491306757e-05 ,2.37491306757e-05 ,2.37491306757e-05 ,2.37491306757e-05 ,1.0
2;	0.246461206396 ,0.246461206396 ,0.246461206396 ,0.246461206396 ,0.014155174418;	17.4113860499 ,17.4113860499 ,17.4113860499 ,17.4113860499 ,1.0
3;	0.234747641534 ,0.247978723 ,0.236463735991 ,0.250980035021 ,0.0298298644537;	7.86955106344 ,8.31310257494 ,7.92708047192 ,8.41371691146 ,1.0
4;	0.245902555475 ,0.259984362795 ,0.205891315496 ,0.26177400864 ,0.0264477575931;	9.29767125282 ,9.83010986395 ,7.78483070904 ,9.89777706934 ,1.0
5;	2.13498511736e-43 ,6.61545214836e-38 ,1.62162614001e-27 ,2.25637226955e-40 ,1.0;	2.13498511736e-43 ,6.61545214836e-38 ,1.62162614001e-27 ,2.25637226955e-40 ,1.0
6;	0.269504340306 ,0.246144438975 ,0.234781892822 ,0.249569327897 ,1.27700713998e-41;	2.11043722363e+40 ,1.92751027984e+40 ,1.83853234231e+40 ,1.9543299335e+40 ,1.0
7;	0.2375235735 ,0.236193163189 ,0.237571291979 ,0.237140078074 ,0.0515718932583;	4.60567876208 ,4.57988156467 ,4.60660404281 ,4.59824262969 ,1.0
8;	0.202348146108 ,0.20253805519 ,0.209747549583 ,0.200941206992 ,0.184425042127;	1.09718367839 ,1.09821341426 ,1.13730514665 ,1.08955489274 ,1.0
9;	0.241902196159 ,0.241734260324 ,0.241872239287 ,0.242192598958 ,0.0322987052732;	7.48953229277 ,7.48433283251 ,7.48860479826 ,7.4985234519 ,1.0
10;	0.119436272796 ,0.118712244284 ,0.118774110929 ,0.118325811922 ,0.524751560069;	0.227605369636 ,0.226225614782 ,0.2263435118 ,0.225489204656 ,1.0
11;	0.241599719683 ,0.223797106415 ,0.227551984171 ,0.230178777431 ,0.0768724123008;	3.14286637367 ,2.91127986903 ,2.96012545152 ,2.99429627016 ,1.0
12;	0.127170733829 ,0.127135136832 ,0.1265448548 ,0.127094332154 ,0.492054942385;	0.258448239971 ,0.258375896431 ,0.257176270167 ,0.258292969354 ,1.0
