0;	0.238200854195 ,0.238200854195 ,0.238200854195 ,0.238200854195 ,0.0471965832197;	5.04699361575 ,5.04699361575 ,5.04699361575 ,5.04699361575 ,1.0
1;	0.110533956635 ,0.110533956635 ,0.110533956635 ,0.110533956635 ,0.55786417346;	0.198137758066 ,0.198137758066 ,0.198137758066 ,0.198137758066 ,1.0
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.200223246412 ,0.28590636408 ,0.285685898272 ,0.228184491236 ,2.00059828262e-29;	1.0008168464e+28 ,1.42910431626e+28 ,1.42800231688e+28 ,1.14058126121e+28 ,1.0
4;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
5;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
6;	9.00830683189e-10 ,1.9728479516e-09 ,6.46136569684e-14 ,4.79676466375e-105 ,0.999999997126;	9.00830685778e-10 ,1.97284795727e-09 ,6.46136571541e-14 ,4.79676467754e-105 ,1.0
7;	1.33280224549e-266 ,2.92544409671e-285 ,1.96695438627e-285 ,1.42623117959e-255 ,1.0;	1.33280224549e-266 ,2.92544409671e-285 ,1.96695438627e-285 ,1.42623117959e-255 ,1.0
8;	0.0 ,nan ,0.0 ,0.0 ,0.0;	1.90225247544e+296 ,inf ,2.54599183451e+305 ,8.24125585246e+296 ,1.0
9;	8.57773187578e-25 ,0.889075279529 ,0.110924720471 ,1.39738071907e-19 ,4.28141516737e-15;	2.00348051765e-10 ,2.07659207242e+14 ,2.59084242323e+13 ,3.26382904821e-05 ,1.0
10;	0.249509552122 ,0.24930872506 ,0.250796925625 ,0.250384797194 ,1.71648918134e-44;	1.45360398908e+43 ,1.45243400174e+43 ,1.46110402763e+43 ,1.45870303125e+43 ,1.0
11;	0.196905629514 ,0.202724883755 ,0.202957022694 ,0.202807212066 ,0.194605251971;	1.01182073721 ,1.04172360048 ,1.04291647136 ,1.04214665335 ,1.0
12;	0.245441410335 ,0.245505024347 ,0.245624295642 ,0.245565789144 ,0.0178634805325;	13.7398425737 ,13.7434036945 ,13.7500805174 ,13.7468053158 ,1.0
