3;	0.274447603074 ,0.154322209508 ,0.244959173601 ,0.218828590076 ,0.107442423742;	0.0722909884961 ,0.0406493077267 ,0.0645235760941 ,0.0576406385431 ,0.0283009176679
4;	0.745579583544 ,7.38452054869e-06 ,0.000159303537509 ,2.46483171302e-10 ,0.254253728152;	0.462220697725 ,4.57801999374e-06 ,9.87599364078e-05 ,1.52806790759e-10 ,0.157624133251
5;	0.197399419424 ,0.196236285945 ,0.206953974041 ,0.207370121679 ,0.192040198911;	19.8048598911 ,19.6881640282 ,20.7634575206 ,20.8052091411 ,19.2671753747
6;	0.202337692206 ,0.204447666395 ,0.199526376658 ,0.191143329938 ,0.202544934802;	1.0394352211 ,1.05027443481 ,1.02499312498 ,0.981928316215 ,1.04049985345
7;	0.192668333347 ,0.201473863338 ,0.207244405418 ,0.208358391236 ,0.190255006662;	2.22753585992 ,2.32934103714 ,2.39605718707 ,2.40893653945 ,2.19963417188
8;	0.193628145938 ,0.200514379194 ,0.185928293101 ,0.196111878625 ,0.223817303142;	0.952354345387 ,0.986224081282 ,0.914482845493 ,0.964570511612 ,1.10083882788
9;	0.198860470645 ,0.200181043614 ,0.200091487883 ,0.200461244365 ,0.200405753493;	5.3167203561 ,5.35202710741 ,5.34963275135 ,5.35951853612 ,5.35803493585
10;	0.19876584021 ,0.2001465026 ,0.198933557948 ,0.199775075725 ,0.202379023517;	0.982776636481 ,0.989603175382 ,0.983605899068 ,0.987766694553 ,1.0006416385
11;	0.202289468759 ,0.200052783553 ,0.200561881731 ,0.1985824483 ,0.198513417657;	1.02642041079 ,1.01507142974 ,1.01765460307 ,1.00761092216 ,1.00726065943
12;	0.200206437007 ,0.200133137219 ,0.199518638121 ,0.200065499695 ,0.200076287958;	14.6078267056 ,14.602478473 ,14.5576422706 ,14.5975433808 ,14.5983305337
