0;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
1;	0.089628313456 ,0.089628313456 ,0.089628313456 ,0.089628313456 ,0.641486746176;	0.139719665278 ,0.139719665278 ,0.139719665278 ,0.139719665278 ,1.0
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.199437870939 ,0.200681829883 ,0.199665281784 ,0.201479739625 ,0.198735277769;	1.00353532185 ,1.00979469844 ,1.00467961212 ,1.01380963605 ,1.0
4;	0.199449136004 ,0.199449136004 ,0.199449136004 ,0.199449136004 ,0.202203455983;	0.98637847229 ,0.98637847229 ,0.98637847229 ,0.98637847229 ,1.0
