3;	9.76581017091e-18 ,0.036977427395 ,0.49205662162 ,0.0432035513811 ,0.427762399604;	1.53193570204e+42 ,5.80054703138e+57 ,7.71875648709e+58 ,6.77722192602e+57 ,6.71019076221e+58
4;	2.65092981067e-11 ,0.999999999367 ,3.97724990699e-12 ,5.99848022184e-10 ,2.56982261683e-12;	5.68702087716e-12 ,0.214529288956 ,8.53236595086e-13 ,1.28684969762e-10 ,5.5130221908e-13
5;	0.0125258868009 ,0.0101311618237 ,0.0512779578561 ,0.242275788572 ,0.683789204947;	301490598343.0 ,243851001425.0 ,1.23422975487e+12 ,5.83143322478e+12 ,1.64583969037e+13
6;	0.0746940016717 ,0.103325882132 ,0.234805148744 ,0.267176783726 ,0.319998183726;	0.0902311265564 ,0.124818734283 ,0.283647048201 ,0.322752318068 ,0.386561115584
7;	0.203994825122 ,0.202192293632 ,0.17773220176 ,0.188717861125 ,0.227362818361;	0.822253777647 ,0.814988209387 ,0.716395497875 ,0.760676032476 ,0.916444503835
8;	0.194067386648 ,0.194125418857 ,0.218622424282 ,0.199877226511 ,0.193307543702;	0.618527387409 ,0.618712346415 ,0.696788673542 ,0.637044383666 ,0.616105632367
9;	0.199460079062 ,0.199747871068 ,0.200496881032 ,0.201731939804 ,0.198563229034;	3.98431107037 ,3.99005985419 ,4.00502168868 ,4.02969258204 ,3.96639605944
10;	0.199967056612 ,0.20009488006 ,0.200152862194 ,0.199858615648 ,0.199926585486;	1.00276350137 ,1.0034044904 ,1.00369525013 ,1.0022197086 ,1.0025605531
11;	0.200714121261 ,0.198944421262 ,0.20077995819 ,0.198435036919 ,0.201126462367;	1.01507551444 ,1.00612557546 ,1.01540847284 ,1.0035494559 ,1.01716085531
12;	0.200146261581 ,0.199902374845 ,0.200198055342 ,0.200199183193 ,0.199554125039;	14.8067428914 ,14.7887002452 ,14.8105745738 ,14.8106580118 ,14.7629368595
