4;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
5;	0.204991285155 ,0.270112173302 ,0.229508042618 ,0.293016355013 ,0.00237214391275;	86.4160408029 ,113.868375291 ,96.7513148692 ,123.523852595 ,1.0
6;	0.191109513796 ,0.217682802818 ,0.305824582539 ,0.283632848862 ,0.00175025198511;	109.189714065 ,124.372264491 ,174.731744424 ,162.052579443 ,1.0
7;	2.1291670968e-50 ,1.0629651025e-47 ,2.10088128928e-50 ,3.78592512512e-48 ,1.0;	2.1291670968e-50 ,1.0629651025e-47 ,2.10088128928e-50 ,3.78592512512e-48 ,1.0
8;	0.24420937966 ,0.253264967946 ,0.253111934748 ,0.249413717646 ,1.02915307176e-51;	2.37291600598e+50 ,2.46090669012e+50 ,2.45941970823e+50 ,2.42348514025e+50 ,1.0
9;	0.00210803785366 ,0.000307629667277 ,0.00136186536076 ,0.000702701841091 ,0.995519765277;	0.00211752486207 ,0.000309014123081 ,0.00136799429631 ,0.000705864278742 ,1.0
10;	0.76609838211 ,0.0807540911272 ,0.00540172414155 ,0.0186312619528 ,0.129114540669;	5.9334787402 ,0.625445365865 ,0.0418366832548 ,0.144300261274 ,1.0
11;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
12;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
