2;	0.0290946373633 ,0.0290946373633 ,0.0290946373633 ,0.0290946373633 ,0.883621450547;	0.0329265856383 ,0.0329265856383 ,0.0329265856383 ,0.0329265856383 ,1.0
3;	0.413119705826 ,0.351398496252 ,0.186854034814 ,0.0486277631072 ,9.55799776562e-63;	4.32224107974e+61 ,3.6764864867e+61 ,1.95494955529e+61 ,5.08765165044e+60 ,1.0
4;	0.0 ,2.76290633686e-26 ,0.0 ,4.32543712114e-226 ,1.0;	0.0 ,2.76290633686e-26 ,0.0 ,4.32543712114e-226 ,1.0
5;	0.00570627372056 ,1.05037900552e-10 ,5.834907467e-17 ,0.994293726174 ,2.51182544346e-175;	2.27176364321e+172 ,4.18173567056e+164 ,2.32297490344e+158 ,3.95845073057e+174 ,1.0
6;	0.00589423003954 ,0.0258532662224 ,0.305925157963 ,0.662327345775 ,9.72292553034e-55;	6.06219807109e+51 ,2.65900074435e+52 ,3.14643115396e+53 ,6.81201705914e+53 ,1.0
7;	1.8854594044e-38 ,7.91634381221e-63 ,5.44084287936e-35 ,1.08584866912e-58 ,1.0;	1.8854594044e-38 ,7.91634381221e-63 ,5.44084287936e-35 ,1.08584866912e-58 ,1.0
8;	2.39020348966e-08 ,0.0 ,1.14623908224e-05 ,4.90853808461e-294 ,0.999988513707;	2.39023094456e-08 ,0.0 ,1.14625224843e-05 ,4.90859446616e-294 ,1.0
9;	0.999999999997 ,2.84048847647e-12 ,4.94425313565e-25 ,2.31719278861e-15 ,5.75423553774e-298;	1.73785030772e+297 ,4.93634377292e+285 ,8.59237183326e+272 ,4.02693420075e+282 ,1.0
10;	1.55085874186e-08 ,9.72771218026e-07 ,2.12261556675e-10 ,0.998822059745 ,0.00117695176272;	1.31769099719e-05 ,0.000826517491064 ,1.80348560916e-07 ,848.65165369 ,1.0
11;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
12;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
