2;	5.57341863091e-06 ,5.57341863091e-06 ,5.57341863091e-06 ,5.57341863091e-06 ,0.999977706325;	5.57354288566e-06 ,5.57354288566e-06 ,5.57354288566e-06 ,5.57354288566e-06 ,1.0
3;	0.289384281533 ,0.29927971922 ,0.11967646199 ,0.284541033772 ,0.00711850348429;	40.6524042829 ,42.0425051249 ,16.8120254846 ,39.9720298515 ,1.0
4;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
5;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
6;	0.229453882104 ,0.255645118597 ,0.254734689962 ,0.255310780995 ,0.00485552834164;	47.2562131161 ,52.650319514 ,52.4628159983 ,52.5814624137 ,1.0
7;	1.37891680025e-35 ,5.83702898452e-32 ,1.43442053072e-30 ,8.14942315144e-30 ,1.0;	1.37891680025e-35 ,5.83702898452e-32 ,1.43442053072e-30 ,8.14942315144e-30 ,1.0
8;	0.238637390847 ,0.256112640713 ,0.256892592531 ,0.248357375909 ,4.47091001e-32;	5.33755746177e+30 ,5.72842307584e+30 ,5.74586811089e+30 ,5.55496253232e+30 ,1.0
9;	0.247949866473 ,0.247361247271 ,0.245402701467 ,0.246759031512 ,0.0125271532771;	19.7929937463 ,19.7460062792 ,19.5896622352 ,19.6979334454 ,1.0
10;	0.00416498595862 ,0.00750087547377 ,6.92298571865e-05 ,0.00237929581118 ,0.985885612899;	0.00422461379304 ,0.00760826142063 ,7.02209833278e-05 ,0.00241335889281 ,1.0
11;	0.254444633334 ,0.251107931677 ,0.255793449352 ,0.238311108137 ,0.000342877499066;	742.086121216 ,732.354652495 ,746.019934376 ,695.032799721 ,1.0
12;	1.72346481613e-21 ,3.00767651169e-23 ,1.34256279933e-26 ,3.24285724806e-22 ,1.0;	1.72346481613e-21 ,3.00767651169e-23 ,1.34256279933e-26 ,3.24285724806e-22 ,1.0
