2;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
3;	0.201641235753 ,0.198865203005 ,0.199097408788 ,0.201851907499 ,0.198544244955;	1.01559849191 ,1.0016165568 ,1.00278609855 ,1.01665957401 ,1.0
4;	0.199335829997 ,0.199335829997 ,0.199335829997 ,0.199335829997 ,0.202656680011;	0.983613419438 ,0.983613419438 ,0.983613419438 ,0.983613419438 ,1.0
