1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.398821421704 ,0.398821421704 ,0.398821421704 ,0.398821421704 ,0.398821421704
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.245727571294 ,0.179602625956 ,0.247395509796 ,0.228371341803 ,0.0989029511505;	0.61895190444 ,0.452392813688 ,0.623153198203 ,0.575234094345 ,0.249122105619
4;	0.537877775509 ,0.181615342309 ,7.80162536957e-06 ,4.98904203181e-07 ,0.280498581652;	2.85628200874 ,0.964428460089 ,4.14288211871e-05 ,2.64932139701e-06 ,1.4895262246
5;	0.219360351569 ,0.20154342092 ,0.239498471495 ,0.172305507296 ,0.167292248721;	0.243915279325 ,0.224103943389 ,0.266307635608 ,0.191593173701 ,0.186018737132
6;	0.11514966148 ,0.0455362574417 ,0.320477110008 ,0.233664591752 ,0.285172379318;	2.29264950931 ,0.906634695561 ,6.3807542251 ,4.65230209746 ,5.67783098198
7;	0.198016656602 ,0.197509647741 ,0.198115806807 ,0.207690911326 ,0.198666977524;	0.0643080931895 ,0.0641434364698 ,0.0643402933122 ,0.06744991411 ,0.0645192920813
8;	0.217851349555 ,0.201805870475 ,0.1912500202 ,0.188556941773 ,0.200535817997;	1.28728088247 ,1.19246834855 ,1.13009396214 ,1.11418059561 ,1.18496362444
9;	0.201177772794 ,0.199680285497 ,0.198780125611 ,0.198569144012 ,0.201792672087;	4.75117440165 ,4.71580854977 ,4.69454965747 ,4.6895669481 ,4.76569635276
10;	0.199930209681 ,0.199522488868 ,0.200569865181 ,0.199697595122 ,0.200279841148;	0.987889524048 ,0.98587490544 ,0.991050171798 ,0.986740135536 ,0.989617113206
11;	0.199756869379 ,0.200176104433 ,0.200467833628 ,0.199309236124 ,0.200289956436;	1.00028172281 ,1.00238104066 ,1.00384187344 ,0.998040201078 ,1.00295115411
12;	0.199778823455 ,0.200102743536 ,0.200174582267 ,0.199806801793 ,0.20013704895;	22.5768740684 ,22.6134800647 ,22.6215985126 ,22.580035882 ,22.6173568971
