2;	0.184908205588 ,0.184908205588 ,0.184908205588 ,0.184908205588 ,0.260367177648;	0.710182470996 ,0.710182470996 ,0.710182470996 ,0.710182470996 ,1.0
3;	0.211647158267 ,0.262351978237 ,0.241439342393 ,0.250140968843 ,0.0344205522597;	6.14886003775 ,7.6219572614 ,7.01439478867 ,7.2671980088 ,1.0
4;	0.231207535769 ,0.248636200102 ,0.238213301516 ,0.232043883274 ,0.0498990793401;	4.63350303906 ,4.9827813136 ,4.77390173659 ,4.65026381935 ,1.0
5;	0.0491407635873 ,0.0496844622825 ,0.0493411700528 ,0.0497350109223 ,0.802098593155;	0.061265240965 ,0.0619430861823 ,0.0615150936229 ,0.0620061066641 ,1.0
6;	0.213678339832 ,0.21373939799 ,0.220569727006 ,0.210662317123 ,0.141350218049;	1.51169444788 ,1.51212641154 ,1.56044843828 ,1.49035721366 ,1.0
7;	0.160190034554 ,0.160445310659 ,0.161423453508 ,0.15968706166 ,0.35825413962;	0.447140777561 ,0.447853333473 ,0.450583637858 ,0.445736821993 ,1.0
8;	0.199468418662 ,0.201358453947 ,0.201283355422 ,0.200406127595 ,0.197483644374;	1.01005032236 ,1.01962091385 ,1.01924063666 ,1.01479860892 ,1.0
9;	0.199953481134 ,0.20000313246 ,0.199695766082 ,0.20001464174 ,0.200332978584;	0.998105666609 ,0.998353510607 ,0.996819233123 ,0.998410961356 ,1.0
10;	0.200084048557 ,0.199620499524 ,0.200069234397 ,0.19975839029 ,0.200467827232;	0.998085584701 ,0.995773248408 ,0.99801168676 ,0.996461093274 ,1.0
11;	0.20020938145 ,0.200074721821 ,0.200222916853 ,0.199906041986 ,0.19958693789;	1.0031186588 ,1.00244396721 ,1.00318647587 ,1.00159882254 ,1.0
12;	0.200333796949 ,0.200216616707 ,0.200331781579 ,0.199942872599 ,0.199174932167;	1.00581832648 ,1.00522999822 ,1.00580820789 ,1.00385560785 ,1.0
