2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.996477533606 ,0.996477533606 ,0.996477533606 ,0.996477533606 ,0.996477533606
3;	0.159480340555 ,0.163432313913 ,0.168363299059 ,0.233811013823 ,0.274913032651;	1.56054514272 ,1.5992159457 ,1.64746656325 ,2.28788476791 ,2.69007575656
4;	0.205003401714 ,0.194097679268 ,0.205588211329 ,0.192364795802 ,0.202945911886;	8.75218161006 ,8.28658512415 ,8.77714880531 ,8.21260337225 ,8.66434148405
5;	0.197396974516 ,0.201499340337 ,0.19952815739 ,0.203821574758 ,0.197753952999;	1.00226891213 ,1.02309837893 ,1.01308983958 ,1.03488935685 ,1.00408144465
6;	0.227530370369 ,0.17663609073 ,0.179929157578 ,0.223700182204 ,0.192204199119;	11.6479675219 ,9.04253548523 ,9.21111753265 ,11.4518886105 ,9.83951401865
7;	0.196334823763 ,0.189223078605 ,0.223324782641 ,0.199613791 ,0.191503523991;	0.977529312632 ,0.942120722229 ,1.11190932451 ,0.993854926845 ,0.953474806888
8;	0.186883415422 ,0.202880541333 ,0.207861975799 ,0.198101216253 ,0.204272851193;	0.98959361813 ,1.07430233171 ,1.10068025158 ,1.04899463072 ,1.08167495463
9;	0.202233241455 ,0.197237032764 ,0.200377967821 ,0.195754777964 ,0.204396979995;	0.978394698883 ,0.954223281451 ,0.969418974243 ,0.947052203996 ,0.988862761909
10;	0.201655835629 ,0.197601803243 ,0.200087950142 ,0.198055882585 ,0.202598528401;	0.980382590949 ,0.960673254187 ,0.972760061051 ,0.962880834643 ,0.98496564494
11;	0.2000056389 ,0.199472265083 ,0.200000246601 ,0.200906012552 ,0.199615836863;	1.00295882239 ,1.00028413792 ,1.00293178188 ,1.00747388358 ,1.00100410055
12;	0.200760748756 ,0.200422213724 ,0.200105184494 ,0.199429209049 ,0.199282643977;	1.00512928051 ,1.00343437015 ,1.00184713079 ,0.998462790392 ,0.997728997325
