1;	1.06809307807e-10 ,1.06809307807e-10 ,1.06809307807e-10 ,1.06809307807e-10 ,0.999999999573;	1.06809307853e-10 ,1.06809307853e-10 ,1.06809307853e-10 ,1.06809307853e-10 ,1.0
2;	0.249395176252 ,0.249395176252 ,0.249395176252 ,0.249395176252 ,0.0024192949907;	103.085889572 ,103.085889572 ,103.085889572 ,103.085889572 ,1.0
3;	0.259378913043 ,0.239566262387 ,0.233141862144 ,0.263932043443 ,0.00398091898348;	65.1555367288 ,60.1786329691 ,58.5648346805 ,66.2992752523 ,1.0
4;	0.321380064913 ,0.276045369754 ,0.137876499569 ,0.250661118924 ,0.0140369468408;	22.8952968589 ,19.6656276385 ,9.82239949556 ,17.8572393104 ,1.0
5;	1.79654984074e-52 ,7.08922002308e-46 ,2.28875249463e-49 ,4.99887819036e-53 ,1.0;	1.79654984074e-52 ,7.08922002308e-46 ,2.28875249463e-49 ,4.99887819036e-53 ,1.0
6;	0.253214223843 ,0.231272816768 ,0.24412434699 ,0.271388612399 ,5.49100126169e-56;	4.61143991369e+54 ,4.21185145926e+54 ,4.44589857761e+54 ,4.94242487782e+54 ,1.0
7;	0.255296118069 ,0.238104466484 ,0.245899008721 ,0.248591481597 ,0.0121089251297;	21.0833013942 ,19.6635509703 ,20.3072532109 ,20.5296076187 ,1.0
8;	0.132487104883 ,0.187431937766 ,0.142955507798 ,0.151976796487 ,0.385148653066;	0.343989531909 ,0.486648301309 ,0.371169694246 ,0.394592569069 ,1.0
9;	1.97576514373e-164 ,3.42260846624e-183 ,8.21103151674e-213 ,1.09905439373e-154 ,1.0;	1.97576514373e-164 ,3.42260846624e-183 ,8.21103151674e-213 ,1.09905439373e-154 ,1.0
10;	0.278521887263 ,0.270867564755 ,0.233756475549 ,0.216854072434 ,4.10876292477e-157;	6.77872859453e+155 ,6.59243596465e+155 ,5.68921789427e+155 ,5.27784338995e+155 ,1.0
11;	1.630151264e-14 ,9.4403096358e-14 ,1.07088698693e-14 ,1.29956894804e-13 ,1.0;	1.630151264e-14 ,9.44030963581e-14 ,1.07088698693e-14 ,1.29956894804e-13 ,1.0
12;	0.249005766851 ,0.251525071672 ,0.250499293463 ,0.248969868014 ,8.46490775008e-15;	2.9416241051e+13 ,2.97138585674e+13 ,2.95926784861e+13 ,2.94120001499e+13 ,1.0
