0;	0.0110579225966 ,0.0110579225966 ,0.0110579225966 ,0.0110579225966 ,0.955768309614;	0.0115696685958 ,0.0115696685958 ,0.0115696685958 ,0.0115696685958 ,1.0
1;	0.150308001804 ,0.150308001804 ,0.150308001804 ,0.150308001804 ,0.398767992783;	0.376930958665 ,0.376930958665 ,0.376930958665 ,0.376930958665 ,1.0
2;	0.244133442594 ,0.244133442594 ,0.244133442594 ,0.244133442594 ,0.023466229624;	10.4036075035 ,10.4036075035 ,10.4036075035 ,10.4036075035 ,1.0
3;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
4;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
5;	0.183492129831 ,0.254872855077 ,0.247697783111 ,0.309697303698 ,0.00423992828301;	43.2771777217 ,60.1125391906 ,58.4202766126 ,73.0430523882 ,1.0
6;	5.57737604e-168 ,6.00123515632e-156 ,6.32058644026e-165 ,1.01454975473e-156 ,1.0;	5.57737604e-168 ,6.00123515632e-156 ,6.32058644026e-165 ,1.01454975473e-156 ,1.0
7;	1.03035505079e-24 ,1.49649027355e-18 ,3.78677417577e-48 ,1.48746495241e-23 ,1.0;	1.03035505079e-24 ,1.49649027355e-18 ,3.78677417577e-48 ,1.48746495241e-23 ,1.0
8;	0.00108700431996 ,0.000423391152245 ,0.945228877781 ,0.053260726747 ,1.02474780579e-25;	1.06075301047e+22 ,4.13166195482e+21 ,9.22401465458e+24 ,5.19744725935e+23 ,1.0
9;	4.16704299017e-76 ,8.50637244611e-77 ,7.45439641036e-73 ,9.37024023902e-73 ,1.0;	4.16704299017e-76 ,8.50637244611e-77 ,7.45439641036e-73 ,9.37024023902e-73 ,1.0
10;	0.259401325219 ,0.261434094422 ,0.240178771349 ,0.23898580901 ,1.49936060072e-74;	1.73007964259e+73 ,1.7436372164e+73 ,1.60187463399e+73 ,1.59391816015e+73 ,1.0
11;	0.205879571726 ,0.20549552094 ,0.203202452791 ,0.202804298452 ,0.182618156091;	1.12737734371 ,1.1252743174 ,1.11271768997 ,1.11053743392 ,1.0
12;	0.200490073263 ,0.199153516764 ,0.199326534573 ,0.200589977638 ,0.200439897762;	1.00025032691 ,0.993582210866 ,0.994445401336 ,1.00074875251 ,1.0
