2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.926543503397 ,0.926543503397 ,0.926543503397 ,0.926543503397 ,0.926543503397
3;	0.566822976747 ,0.0189748308674 ,5.88665705825e-16 ,6.93619194455e-11 ,0.414202192317;	0.0170257856911 ,0.000569951143704 ,1.76818805205e-17 ,2.0834391407e-12 ,0.0124414818179
4;	0.000319130154309 ,0.000138937883162 ,0.794168754976 ,0.132479489215 ,0.0728936877725;	1.76820923957e-08 ,7.69815216197e-09 ,4.40026274975e-05 ,7.34031095841e-06 ,4.03883150763e-06
5;	0.228885717016 ,0.170561053904 ,0.234829569785 ,0.146639199769 ,0.219084459525;	26.0320639866 ,19.3985729068 ,26.7080815103 ,16.6778472729 ,24.9173288014
6;	0.00307098101869 ,4.96738751938e-06 ,0.995894785161 ,1.06834469686e-05 ,0.00101858298573;	2.89943699639e-06 ,4.68991083352e-09 ,0.000940264419425 ,1.00866730212e-08 ,9.61685264336e-07
7;	0.216917585564 ,0.164288263823 ,0.229073588346 ,0.204238084375 ,0.185482477893;	1491.2596307 ,1129.4448765 ,1574.82941677 ,1404.09091079 ,1275.15033308
8;	0.189588704831 ,0.198734652594 ,0.202937322149 ,0.208271685889 ,0.200467634537;	1.37303760689 ,1.43927430723 ,1.46971084275 ,1.50834332367 ,1.45182489341
9;	0.204173021283 ,0.195371343431 ,0.200277331963 ,0.195447146178 ,0.204731157146;	0.717375457244 ,0.686450178117 ,0.703687694338 ,0.686716516097 ,0.719336504633
10;	0.200135004386 ,0.199862819518 ,0.199379403266 ,0.200382884111 ,0.200239888719;	0.954446018002 ,0.953147965401 ,0.950842548021 ,0.955628159112 ,0.954946212531
11;	0.200287938058 ,0.200187539663 ,0.199916248711 ,0.199806548847 ,0.199801724722;	1.00216324851 ,1.00166089383 ,1.00030345901 ,0.999754563392 ,0.99973042534
12;	0.20037388567 ,0.19976556049 ,0.199848858325 ,0.199899529395 ,0.20011216612;	1.00243105888 ,0.999387727896 ,0.999804450545 ,1.00005794792 ,1.00112172755
