3;	6.02973622483e-10 ,5.91184879846e-10 ,6.02987230341e-10 ,5.99418060279e-10 ,0.999999997603;	6.02973623928e-10 ,5.91184881263e-10 ,6.02987231786e-10 ,5.99418061715e-10 ,1.0
4;	0.242458890493 ,0.262774392367 ,0.273683407215 ,0.209509338192 ,0.0115739717317;	20.9486333745 ,22.7039082572 ,23.6464554744 ,18.1017668826 ,1.0
5;	2.21836535727e-84 ,1.07210518189e-121 ,1.47762958429e-129 ,7.61482556064e-83 ,1.0;	2.21836535727e-84 ,1.07210518189e-121 ,1.47762958429e-129 ,7.61482556064e-83 ,1.0
6;	0.206443916776 ,0.22968087876 ,0.189543048074 ,0.37433215639 ,1.82085932071e-85;	1.13377191982e+84 ,1.26138728098e+84 ,1.04095382833e+84 ,2.05579943564e+84 ,1.0
7;	1.48806811472e-41 ,3.29825345644e-38 ,1.8443964199e-34 ,9.38330810917e-47 ,1.0;	1.48806811472e-41 ,3.29825345644e-38 ,1.8443964199e-34 ,9.38330810917e-47 ,1.0
8;	0.19080273261 ,0.197318367571 ,0.208628531251 ,0.403250368569 ,5.18123355977e-50;	3.68257347229e+48 ,3.80832798395e+48 ,4.02661892856e+48 ,7.78290273767e+48 ,1.0
9;	6.11218631579e-21 ,1.2117097711e-41 ,4.76203412581e-41 ,2.95881706948e-21 ,1.0;	6.11218631579e-21 ,1.2117097711e-41 ,4.76203412581e-41 ,2.95881706948e-21 ,1.0
10;	0.227463435457 ,0.257998147202 ,0.252712153404 ,0.261826263937 ,6.70978588162e-24;	3.39002524775e+22 ,3.8451025376e+22 ,3.76632217275e+22 ,3.90215527823e+22 ,1.0
11;	0.240852548031 ,0.245796407888 ,0.245107799317 ,0.245976093711 ,0.022267151053;	10.8164958983 ,11.0385207027 ,11.0075958407 ,11.0465902497 ,1.0
12;	0.243850405514 ,0.228004164837 ,0.251736325966 ,0.235989681223 ,0.0404194224603;	6.03300073754 ,5.64095553471 ,6.22810299216 ,5.8385218506 ,1.0
