1;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
2;	0.244268844225 ,0.244268844225 ,0.244268844225 ,0.244268844225 ,0.0229246231003;	10.6553046982 ,10.6553046982 ,10.6553046982 ,10.6553046982 ,1.0
3;	0.240618249064 ,0.240392653803 ,0.244202058061 ,0.244613459264 ,0.0301735798081;	7.97446808085 ,7.96699149825 ,8.09324116046 ,8.10687564486 ,1.0
4;	0.211339648627 ,0.211339648627 ,0.211339648627 ,0.211339648627 ,0.154641405493;	1.36664335113 ,1.36664335113 ,1.36664335113 ,1.36664335113 ,1.0
