0;	0.190513767707 ,0.190513767707 ,0.190513767707 ,0.190513767707 ,0.237944929172;	0.800663281077 ,0.800663281077 ,0.800663281077 ,0.800663281077 ,1.0
1;	0.0878638543019 ,0.0878638543019 ,0.0878638543019 ,0.0878638543019 ,0.648544582792;	0.135478510858 ,0.135478510858 ,0.135478510858 ,0.135478510858 ,1.0
2;	0.215178160409 ,0.215178160409 ,0.215178160409 ,0.215178160409 ,0.139287358363;	1.54485060912 ,1.54485060912 ,1.54485060912 ,1.54485060912 ,1.0
3;	0.227440566067 ,0.227432603696 ,0.229836358028 ,0.227887821035 ,0.0874026511728;	2.6022158712 ,2.60212477133 ,2.62962684706 ,2.60733304972 ,1.0
4;	0.227645244394 ,0.22755109345 ,0.227603292956 ,0.227710018672 ,0.0894903505284;	2.54379654398 ,2.54274446469 ,2.54332776229 ,2.54452035697 ,1.0
5;	0.215934773721 ,0.217386226768 ,0.215810725989 ,0.217449481979 ,0.133418791543;	1.61847346407 ,1.62935238923 ,1.61754370201 ,1.62982649944 ,1.0
6;	0.2171724286 ,0.217310025855 ,0.215585464041 ,0.218381605598 ,0.131550475905;	1.65086767726 ,1.65191364273 ,1.63880413627 ,1.66005941138 ,1.0
7;	0.212185795202 ,0.213549566017 ,0.213147347759 ,0.213344885111 ,0.147772405911;	1.43589592315 ,1.44512478294 ,1.44240290631 ,1.44373967382 ,1.0
8;	0.164853736158 ,0.166848883774 ,0.165749533467 ,0.16707873041 ,0.33546911619;	0.49141255693 ,0.497359893122 ,0.494082839425 ,0.498045043036 ,1.0
9;	5.19281288241e-08 ,3.02066842476e-08 ,3.74801096361e-08 ,7.53427230423e-08 ,0.999999805042;	5.19281389479e-08 ,3.02066901367e-08 ,3.74801169432e-08 ,7.5342737731e-08 ,1.0
10;	0.105524042304 ,0.17619356832 ,0.0755189603666 ,0.642763197779 ,2.31230552719e-07;	456358.561025 ,761982.213199 ,326595.942788 ,2779750.29779 ,1.0
11;	0.243020849326 ,0.252929306383 ,0.242001158889 ,0.242557363399 ,0.0194913220029;	12.4681563051 ,12.9765085377 ,12.4158412063 ,12.4443772137 ,1.0
12;	0.234462505202 ,0.224011822288 ,0.240177536068 ,0.24517499909 ,0.0561731373523;	4.17392576333 ,3.98788162539 ,4.2756653338 ,4.36463068731 ,1.0
