1;	0.249929461199 ,0.249929461199 ,0.249929461199 ,0.249929461199 ,0.000282155205258;	885.787171532 ,885.787171532 ,885.787171532 ,885.787171532 ,1.0
2;	0.226985020092 ,0.226985020092 ,0.226985020092 ,0.226985020092 ,0.0920599196322;	2.46562261838 ,2.46562261838 ,2.46562261838 ,2.46562261838 ,1.0
3;	0.224326035023 ,0.225972430147 ,0.223656512059 ,0.221888013534 ,0.104157009237;	2.15372961134 ,2.16953647 ,2.14730159493 ,2.13032243493 ,1.0
4;	0.219805717629 ,0.220072647205 ,0.21959477529 ,0.219966402996 ,0.12056045688;	1.82319910953 ,1.8254131819 ,1.82144942855 ,1.82453192936 ,1.0
5;	0.0870185699528 ,0.0879718649881 ,0.0879771043844 ,0.0881145729114 ,0.648917887763;	0.134097967699 ,0.135567021108 ,0.13557509516 ,0.135786937875 ,1.0
6;	0.215929032425 ,0.216228491835 ,0.215800298635 ,0.216200824007 ,0.135841353098;	1.5895677384 ,1.5917722174 ,1.58862006093 ,1.5915685399 ,1.0
7;	0.142859606536 ,0.142438615869 ,0.142835348936 ,0.143601965699 ,0.42826446296;	0.333578008198 ,0.332594992555 ,0.333521366561 ,0.335311421141 ,1.0
8;	0.0479726617449 ,0.0489255633534 ,0.0488104462291 ,0.0478220924503 ,0.806469236222;	0.0594848006473 ,0.0606663728211 ,0.0605236307063 ,0.059298098802 ,1.0
9;	0.215483032159 ,0.212516265766 ,0.215366350302 ,0.215810355679 ,0.140823996094;	1.53015848248 ,1.50909128885 ,1.52932991731 ,1.53248282725 ,1.0
10;	0.0835132097169 ,0.0837565355382 ,0.0838152010431 ,0.0839798183281 ,0.664935235374;	0.125596005858 ,0.125961944987 ,0.126050172384 ,0.126297741284 ,1.0
11;	0.21252640269 ,0.211973797771 ,0.211921771641 ,0.212330135831 ,0.151247892068;	1.40515282418 ,1.40149918701 ,1.40115520781 ,1.40385517397 ,1.0
12;	0.212051336346 ,0.21171591209 ,0.211672637234 ,0.21142457396 ,0.153135540371;	1.38472973571 ,1.38253936073 ,1.38225676888 ,1.38063687533 ,1.0
