1;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
2;	0.247488300238 ,0.247488300238 ,0.247488300238 ,0.247488300238 ,0.0100467990467;	24.6335473706 ,24.6335473706 ,24.6335473706 ,24.6335473706 ,1.0
3;	0.212643454337 ,0.187978618095 ,0.284870698943 ,0.262062396145 ,0.05244483248;	4.05461213778 ,3.58431153663 ,5.43181635773 ,4.99691549676 ,1.0
4;	0.236448831462 ,0.236448831462 ,0.236448831462 ,0.236448831462 ,0.054204674152;	4.36214837855 ,4.36214837855 ,4.36214837855 ,4.36214837855 ,1.0
