3;	0.220459387572 ,0.224206206741 ,0.228679954943 ,0.226376366504 ,0.100278084239;	2.19848024865 ,2.23584453614 ,2.28045795527 ,2.2574859524 ,1.0
4;	0.236113073474 ,0.238314844838 ,0.235456119393 ,0.246345026559 ,0.0437709357371;	5.39428891564 ,5.4445910471 ,5.37928000458 ,5.62805026692 ,1.0
5;	0.222616919502 ,0.222738246642 ,0.22482760059 ,0.223098674773 ,0.106718558493;	2.08601880165 ,2.0871556905 ,2.10673385927 ,2.09053306119 ,1.0
6;	0.168947717251 ,0.176782358247 ,0.168654547277 ,0.169380385012 ,0.316234992214;	0.534247383784 ,0.559022127846 ,0.533320320107 ,0.535615568114 ,1.0
7;	0.242510615692 ,0.23592932418 ,0.231521046632 ,0.238439671583 ,0.0515993419131;	4.69987807404 ,4.57233203821 ,4.4868992132 ,4.62098280216 ,1.0
8;	0.109408306407 ,0.0992071384973 ,0.105075397192 ,0.097874491862 ,0.588434666041;	0.185931102842 ,0.168594993162 ,0.178567652887 ,0.166330261472 ,1.0
9;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
10;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
11;	0.214825667127 ,0.215294546895 ,0.215840869204 ,0.214724720976 ,0.139314195798;	1.54202280605 ,1.54538843412 ,1.54930994625 ,1.54129821263 ,1.0
12;	0.21426685196 ,0.214189266263 ,0.214169270949 ,0.21414048787 ,0.143234122958;	1.49592043805 ,1.49537876757 ,1.49523916875 ,1.49503821748 ,1.0
