2;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
3;	0.246797077004 ,0.242781930957 ,0.239370721424 ,0.244461647416 ,0.026588623199;	9.2820555302 ,9.13104560324 ,9.0027497713 ,9.19421985811 ,1.0
4;	0.227933965631 ,0.227933965631 ,0.227933965631 ,0.227933965631 ,0.0882641374779;	2.58240744365 ,2.58240744365 ,2.58240744365 ,2.58240744365 ,1.0
