1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.0611839387144 ,0.0611839387144 ,0.0611839387144 ,0.0611839387144 ,0.0611839387144
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
3;	0.174838396215 ,0.174362946464 ,0.233690816915 ,0.231209903807 ,0.185897936599;	0.546606768223 ,0.545120343859 ,0.730600285536 ,0.722844072225 ,0.581182809632
4;	0.00131655143294 ,0.355281761207 ,0.64340168736 ,1.71356517201e-18 ,6.96724571992e-21;	0.00160427871709 ,0.432927232323 ,0.784014667216 ,2.08805829155e-18 ,8.48991064498e-21
5;	0.205493390475 ,0.294973809618 ,0.205120129863 ,0.229525639365 ,0.0648870306779;	2.88870513539e+19 ,4.14656820192e+19 ,2.8834580574e+19 ,3.22653634555e+19 ,9.12143686499e+18
6;	4.7903615845e-06 ,0.67132901058 ,0.323995939548 ,0.00466145956342 ,8.79994703316e-06;	2.36855950792e-08 ,0.00331933755501 ,0.00160197440132 ,2.30482483941e-05 ,4.35106992382e-08
7;	0.194886978249 ,0.199015728245 ,0.19800140486 ,0.203947729312 ,0.204148159334;	365828447.896 ,373578653.765 ,371674635.584 ,382836667.366 ,383212900.836
8;	0.197469368431 ,0.178823416605 ,0.195173792724 ,0.209820412694 ,0.218713009546;	1.04295634118 ,0.944475681375 ,1.03083200383 ,1.10818974947 ,1.15515698469
9;	0.199528287325 ,0.199966032011 ,0.200049332937 ,0.200167704043 ,0.200288643684;	4.37577133921 ,4.38537133467 ,4.3871981724 ,4.38979411957 ,4.3924463962
10;	0.200027568777 ,0.200389868968 ,0.199751832461 ,0.199980808398 ,0.199849921396;	0.994663117255 ,0.996464702104 ,0.993291982539 ,0.994430595182 ,0.993779742534
11;	0.200746078732 ,0.200522036234 ,0.199794156257 ,0.200736546786 ,0.198201181991;	1.01444380655 ,1.01331163736 ,1.00963339199 ,1.01439563812 ,1.00158350684
12;	0.200077514316 ,0.20009732127 ,0.199786755104 ,0.19978804143 ,0.200250367881;	15.5676855526 ,15.5692266975 ,15.545062081 ,15.5451621677 ,15.5811349897
