1;	7.49654648639e-06 ,7.49654648639e-06 ,7.49654648639e-06 ,7.49654648639e-06 ,0.999970013814;	7.49677128597e-06 ,7.49677128597e-06 ,7.49677128597e-06 ,7.49677128597e-06 ,1.0
2;	0.245361353559 ,0.245361353559 ,0.245361353559 ,0.245361353559 ,0.0185545857629;	13.2237580884 ,13.2237580884 ,13.2237580884 ,13.2237580884 ,1.0
3;	0.242103861673 ,0.266250096691 ,0.281926253044 ,0.19239969316 ,0.0173200954321;	13.9782059875 ,15.3723227297 ,16.2774076014 ,11.1084661117 ,1.0
4;	0.246409883782 ,0.245507530761 ,0.246772865132 ,0.247903922966 ,0.0134057973589;	18.3808450318 ,18.3135343753 ,18.4079214779 ,18.4922922768 ,1.0
5;	0.240178295857 ,0.236814722718 ,0.236236510776 ,0.238025388961 ,0.0487450816881;	4.92723137472 ,4.85822804099 ,4.84636608648 ,4.88306472607 ,1.0
6;	0.162233364199 ,0.182480066455 ,0.157780673616 ,0.155723924407 ,0.341781971323;	0.474669168685 ,0.533907817749 ,0.461641300168 ,0.455623577229 ,1.0
7;	0.252352910611 ,0.237726912124 ,0.236982773661 ,0.223009667319 ,0.0499277362845;	5.05436315344 ,4.76141980021 ,4.74651549013 ,4.46664887926 ,1.0
8;	0.217275228004 ,0.219341315021 ,0.221008570249 ,0.219474987323 ,0.122899899403;	1.76790403458 ,1.78471517134 ,1.79828113223 ,1.78580282318 ,1.0
9;	0.248702687895 ,0.238799084874 ,0.247097517905 ,0.245434847654 ,0.0199658616719;	12.4563964221 ,11.9603695948 ,12.3760006938 ,12.2927250367 ,1.0
10;	0.0777457421718 ,0.0711562799721 ,0.0776011200692 ,0.07293287814 ,0.700563979647;	0.110975934291 ,0.101569995089 ,0.11076949761 ,0.104105949291 ,1.0
11;	0.235003676644 ,0.247238241524 ,0.235530813423 ,0.245529566436 ,0.0366977019729;	6.40377091779 ,6.73715868385 ,6.41813521723 ,6.69059786407 ,1.0
12;	0.173458872146 ,0.196094567536 ,0.19217746893 ,0.196171361349 ,0.242097730038;	0.71648285227 ,0.809981025039 ,0.793801201276 ,0.810298226747 ,1.0
