0;	9.25261882494e-10 ,9.25261882494e-10 ,9.25261882494e-10 ,9.25261882494e-10 ,0.999999996299;	9.25261885919e-10 ,9.25261885919e-10 ,9.25261885919e-10 ,9.25261885919e-10 ,1.0
1;	0.247115614772 ,0.247115614772 ,0.247115614772 ,0.247115614772 ,0.0115375409106;	21.4183955392 ,21.4183955392 ,21.4183955392 ,21.4183955392 ,1.0
2;	0.249411321677 ,0.249411321677 ,0.249411321677 ,0.249411321677 ,0.00235471329161;	105.920038149 ,105.920038149 ,105.920038149 ,105.920038149 ,1.0
3;	0.0 ,0.0 ,0.0 ,0.0 ,1.0;	0.0 ,0.0 ,0.0 ,0.0 ,1.0
4;	nan ,nan ,nan ,nan ,0.0;	inf ,inf ,inf ,inf ,1.0
5;	0.5599311075 ,0.000247740447034 ,0.0262731783219 ,0.269768750562 ,0.143779223168;	3.89438122673 ,0.00172306152151 ,0.18273278811 ,1.87627074773 ,1.0
6;	0.253465958571 ,0.251178681054 ,0.234771363131 ,0.250783988714 ,0.00980000852919;	25.8638508136 ,25.6304553517 ,23.9562406942 ,25.5901806582 ,1.0
7;	0.197853298796 ,0.192066732519 ,0.177876565222 ,0.142433906489 ,0.289769496974;	0.682795466268 ,0.662825916892 ,0.613855381881 ,0.491542098034 ,1.0
8;	0.237428038188 ,0.249780575963 ,0.23642306178 ,0.249320049223 ,0.0270482748464;	8.77793646862 ,9.23462133469 ,8.74078155157 ,9.2175952307 ,1.0
9;	0.183060674127 ,0.204492889993 ,0.17007638319 ,0.219504005308 ,0.222866047383;	0.821393282092 ,0.917559639049 ,0.763132766016 ,0.984914516525 ,1.0
10;	0.185264897508 ,0.186618002832 ,0.237678785612 ,0.192690310946 ,0.197748003102;	0.93687367054 ,0.943716244434 ,1.20192761436 ,0.974423548778 ,1.0
11;	0.204999767376 ,0.19984681086 ,0.207264570663 ,0.197548477631 ,0.190340373469;	1.07701673397 ,1.04994440863 ,1.08891543547 ,1.03786954933 ,1.0
12;	0.204754956515 ,0.199990858576 ,0.19823064656 ,0.20023114683 ,0.196792391519;	1.04046175228 ,1.01625300161 ,1.00730848906 ,1.01747402572 ,1.0
