3;	0.19933899919 ,0.183616561434 ,0.225326643717 ,0.225557480762 ,0.166160314897;	0.0597883927414 ,0.0550727109769 ,0.0675829512758 ,0.0676521869797 ,0.0498370023198
4;	0.246947986173 ,0.159190625976 ,0.177175077701 ,0.239620640034 ,0.177065670116;	0.920203535669 ,0.593192838454 ,0.660208392299 ,0.892899608519 ,0.659800706261
5;	0.20045634038 ,0.199386924552 ,0.200350388276 ,0.200523104703 ,0.199283242088;	1.30834577233 ,1.30136586999 ,1.30765424026 ,1.30878153215 ,1.3006891515
6;	0.197277025266 ,0.219086475141 ,0.193261853352 ,0.193389635673 ,0.196985010569;	0.927451800296 ,1.02998382866 ,0.908575408506 ,0.909176147205 ,0.926078961489
7;	0.19504705082 ,0.209534824437 ,0.204696139175 ,0.19580503807 ,0.194916947497;	4.52238983665 ,4.85830550359 ,4.74611502973 ,4.5399646414 ,4.51937324171
8;	0.204182468239 ,0.199585747907 ,0.197061930863 ,0.203206886322 ,0.195962966669;	0.99104147606 ,0.968730351397 ,0.956480487882 ,0.986306289191 ,0.951146439829
9;	0.199906264654 ,0.199997655632 ,0.200037113406 ,0.200025399247 ,0.200033567061;	9.29861287558 ,9.30286391457 ,9.30469928758 ,9.30415440508 ,9.30453432985
10;	0.200950678171 ,0.200669417935 ,0.199049417634 ,0.199384845317 ,0.199945640943;	0.996544282951 ,0.995149471637 ,0.98711564934 ,0.988779085081 ,0.991560153947
11;	0.200092105822 ,0.200291921991 ,0.199538796099 ,0.198674733267 ,0.201402442821;	1.00259310736 ,1.00359431784 ,0.999820661577 ,0.995491138248 ,1.0091587579
12;	0.199989217199 ,0.199850734834 ,0.200144945237 ,0.199878592855 ,0.200136509875;	15.4301156942 ,15.4194311236 ,15.4421308503 ,15.4215805019 ,15.4414800221
