0;	0.249989037133 ,0.249989037133 ,0.249989037133 ,0.249989037133 ,4.38514696018e-05;	5700.81320883 ,5700.81320883 ,5700.81320883 ,5700.81320883 ,1.0
1;	0.245769364616 ,0.245769364616 ,0.245769364616 ,0.245769364616 ,0.0169225415348;	14.5231946461 ,14.5231946461 ,14.5231946461 ,14.5231946461 ,1.0
2;	0.249999632527 ,0.249999632527 ,0.249999632527 ,0.249999632527 ,1.4698905635e-06;	170080.43914 ,170080.43914 ,170080.43914 ,170080.43914 ,1.0
3;	0.253316216984 ,0.263994119123 ,0.236539372403 ,0.244055481136 ,0.00209481035421;	120.925608599 ,126.022920687 ,112.916843249 ,116.504809443 ,1.0
4;	0.000572946540484 ,0.00047369993598 ,0.000709490059394 ,0.000304107725655 ,0.997939755738;	0.000574129387259 ,0.000474677888375 ,0.000710954799941 ,0.000304735555334 ,1.0
