0;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	122.608205717 ,122.608205717 ,122.608205717 ,122.608205717 ,122.608205717
1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.0 ,1.0 ,1.0 ,1.0 ,1.0
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	3.20844611395 ,3.20844611395 ,3.20844611395 ,3.20844611395 ,3.20844611395
3;	0.233143562932 ,1.33115493084e-06 ,0.00753392158275 ,0.000481975761106 ,0.758839208569;	3378684.85336 ,19.2909164883 ,109180.568479 ,6984.72727815 ,10996994.761
4;	0.178595427837 ,0.190339124106 ,0.283862449476 ,0.187379780612 ,0.159823217969;	3.76493390336e-25 ,4.01250037677e-25 ,5.98404658433e-25 ,3.95011505825e-25 ,3.3692007638e-25
