2;	0.206657775089 ,0.206657775089 ,0.206657775089 ,0.206657775089 ,0.173368899643;	1.19201180555 ,1.19201180555 ,1.19201180555 ,1.19201180555 ,1.0
3;	9.64317177806e-11 ,5.27602192129e-10 ,6.39969576398e-11 ,5.59148385507e-11 ,0.999999999256;	9.64317178524e-11 ,5.27602192522e-10 ,6.39969576874e-11 ,5.59148385923e-11 ,1.0
4;	1.19618136383e-15 ,3.69536609784e-17 ,6.99533853594e-17 ,1.6979441992e-15 ,1.0;	1.19618136383e-15 ,3.69536609784e-17 ,6.99533853594e-17 ,1.6979441992e-15 ,1.0
