2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	240689274.599 ,240689274.599 ,240689274.599 ,240689274.599 ,240689274.599
3;	0.730335828084 ,0.210040343675 ,5.94453603193e-05 ,0.0591611631416 ,0.000403219739589;	7.10827629149e-20 ,2.0442989893e-20 ,5.78574991324e-24 ,5.75808932228e-21 ,3.92449227461e-23
