1;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	1.66734078311e-06 ,1.66734078311e-06 ,1.66734078311e-06 ,1.66734078311e-06 ,1.66734078311e-06
2;	0.2 ,0.2 ,0.2 ,0.2 ,0.2;	0.0130280706426 ,0.0130280706426 ,0.0130280706426 ,0.0130280706426 ,0.0130280706426
3;	1.1363257365e-10 ,7.65213571335e-05 ,0.988575283596 ,1.82085997629e-09 ,0.0113481931128;	6814194627.89 ,4.58874954555e+15 ,5.92818077629e+19 ,109191351300.0 ,6.80516106093e+17
4;	0.0101707903763 ,0.247252080814 ,0.0169099794875 ,0.620686804464 ,0.104980344858;	3.23368730451e-26 ,7.86109913943e-25 ,5.37633595475e-26 ,1.97340321196e-24 ,3.33773085308e-25
