2;	0.246910748889 ,0.246910748889 ,0.246910748889 ,0.246910748889 ,0.0123570044437;	19.9814404869 ,19.9814404869 ,19.9814404869 ,19.9814404869 ,1.0
3;	0.143153508844 ,0.668606781417 ,0.0686140061231 ,0.119625703077 ,5.38996143843e-10;	265592825.625 ,1240466725.14 ,127299623.396 ,221941667.753 ,1.0
4;	1.64272118335e-13 ,3.19212176873e-13 ,5.79968967448e-13 ,5.40712432437e-14 ,0.999999999999;	1.64272118335e-13 ,3.19212176874e-13 ,5.79968967449e-13 ,5.40712432438e-14 ,1.0
