3;	0.153297461443 ,0.102886556024 ,0.153141377955 ,0.0967203004942 ,0.493954304084;	0.310347455575 ,0.208291647978 ,0.310031467868 ,0.195808194593 ,1.0
4;	2.91669842176e-34 ,7.01191495931e-34 ,3.40281837548e-34 ,3.56479116485e-34 ,1.0;	2.91669842176e-34 ,7.01191495931e-34 ,3.40281837548e-34 ,3.56479116485e-34 ,1.0
