2;	1.53916645356e-05 ,1.53916645356e-05 ,1.53916645356e-05 ,1.53916645356e-05 ,0.999938433342;	1.53926122073e-05 ,1.53926122073e-05 ,1.53926122073e-05 ,1.53926122073e-05 ,1.0
3;	0.139978075762 ,0.351987468523 ,0.129797605748 ,0.370959845804 ,0.00727700416296;	19.2356734485 ,48.3698319583 ,17.8366815301 ,50.9770006306 ,1.0
4;	7.16309780842e-06 ,7.02396946034e-06 ,1.02127282394e-06 ,1.53626086082e-06 ,0.999983255399;	7.16321775364e-06 ,7.02408707588e-06 ,1.02128992503e-06 ,1.53628658532e-06 ,1.0
