-2.073200 -11.922000 -18.651200
-4.145800 -9.842100 -18.511000
-2.182300 -9.816600 -20.434700
2.109600 -9.773100 -20.668800
1.876000 -12.003200 -18.739300
-0.064000 -9.921300 -18.719700
3.865900 -10.110200 -18.532400
-6.154000 -7.915400 -18.401600
-8.291400 -6.005800 -18.308500
-2.175500 -6.069200 -20.479100
-1.932600 -8.022900 -18.470700
-4.250400 -6.055200 -18.553900
-0.063400 -8.066900 -20.849100
2.018200 -6.179800 -20.364800
1.952800 -8.084400 -18.453800
-0.132800 -6.042200 -18.591200
6.004100 -7.912300 -18.327600
4.146800 -6.051300 -18.497100
8.130600 -5.897500 -18.229400
-6.216700 -3.988900 -18.510400
-8.319100 -1.914600 -18.557800
-2.024800 -2.083400 -20.376900
-2.098500 -4.078400 -18.458200
-4.232400 -2.031200 -18.541400
-0.057300 -4.053300 -20.409700
1.970200 -1.863800 -20.431300
2.052600 -4.067900 -18.524500
-0.034500 -1.969900 -18.406900
6.103600 -4.063600 -18.460400
4.124300 -2.127800 -18.395000
8.178200 -1.954100 -18.560900
-6.281300 0.080800 -18.702600
-8.366200 1.859700 -18.402800
-1.919000 1.981300 -20.566200
-2.230500 0.012400 -18.520000
-4.254500 2.153400 -18.577300
-0.048700 -0.023000 -20.186700
2.058800 1.953300 -20.456300
2.219800 0.032100 -18.458700
-0.023900 2.010800 -18.482900
6.030600 -0.076600 -18.583000
4.106300 2.003000 -18.539400
7.959400 2.026800 -18.618000
-6.297000 4.045900 -18.421700
-8.255100 5.926600 -18.425600
-2.153100 6.042600 -20.567400
-2.065500 4.007100 -18.661100
-4.085600 5.973900 -18.447100
0.049100 4.003300 -20.703800
1.930100 5.952700 -20.514500
1.953400 3.947700 -18.644900
-0.120300 5.980800 -18.636900
5.995200 3.941900 -18.463600
4.026700 6.032200 -18.571300
8.032500 5.848400 -18.573000
-6.091500 7.806500 -18.466700
-2.049400 10.011700 -20.654700
-2.151400 7.951800 -18.518100
-3.991400 9.897100 -18.428100
-0.029400 7.934600 -20.719700
1.941500 9.882800 -20.416500
1.933700 7.904000 -18.450600
-0.121000 9.870400 -18.586000
6.048900 7.862700 -18.418600
3.946100 9.830800 -18.571100
-2.078600 11.889600 -18.623300
-0.037800 11.939900 -20.627200
1.885900 11.917300 -18.553200
-0.096700 13.950200 -18.679900
-2.075800 -13.967600 -16.731100
-3.949200 -14.413400 -14.505600
1.946400 -13.918100 -16.685600
-0.161400 -14.207900 -14.569500
3.885900 -14.166700 -14.457800
-6.236600 -10.178500 -16.613000
-6.095200 -12.241100 -14.484900
-8.130100 -10.266400 -14.552600
-4.159900 -12.133800 -16.579400
-2.009900 -10.144100 -16.538500
-2.098300 -12.105400 -14.471600
-4.100600 -10.162200 -14.673600
-0.075500 -12.048600 -16.554100
1.957800 -10.151600 -16.432600
2.008700 -12.150100 -14.513900
-0.156900 -10.108400 -14.480700
4.102000 -12.096400 -16.429100
6.085700 -10.166400 -16.468100
5.972200 -12.293500 -14.236100
4.109500 -10.062300 -14.461700
8.099800 -10.262800 -14.359400
-10.174000 -6.035900 -16.250000
-10.404600 -8.392600 -14.449500
-12.183300 -6.089400 -14.241400
-8.221000 -8.107600 -16.519200
-6.181300 -5.955900 -16.399700
-6.236400 -8.091600 -14.414800
-8.159100 -6.060100 -14.342000
-4.105000 -7.987000 -16.448000
-2.271200 -5.881600 -16.506200
-2.049300 -8.030100 -14.552300
-4.143800 -6.029900 -14.431800
-0.034500 -7.873700 -16.468900
2.001000 -5.915900 -16.449900
1.902000 -8.072800 -14.510100
-0.044400 -5.965800 -14.421600
3.891900 -8.014700 -16.505700
6.141800 -6.047500 -16.329400
6.020500 -8.130000 -14.404000
3.991800 -6.139300 -14.438800
8.139800 -8.083700 -16.279800
10.108600 -5.862400 -16.258000
10.152100 -8.158500 -14.325100
8.048800 -6.037900 -14.273600
12.176200 -6.109100 -14.326600
-14.450900 -4.250600 -14.194900
-16.503200 -2.062400 -13.935100
-12.316900 -3.989700 -16.138900
-10.333800 -2.106400 -16.491800
-10.250900 -4.063300 -14.331300
-12.350900 -2.181200 -14.249400
-8.198400 -3.921800 -16.378900
-6.264400 -1.907200 -16.544500
-6.154000 -3.893800 -14.346400
-8.314400 -1.991700 -14.332300
-4.250100 -3.921600 -16.515400
-2.139600 -2.026000 -16.498900
-1.981200 -4.114800 -14.429700
-4.110400 -2.052400 -14.467700
-0.020300 -4.043000 -16.576900
2.016900 -2.038700 -16.377200
1.935400 -4.071500 -14.276900
-0.025400 -1.905800 -14.410900
3.998300 -4.051500 -16.296600
6.199100 -2.014000 -16.405200
6.045400 -4.107600 -14.336800
4.034900 -1.994500 -14.286000
8.164000 -3.787600 -16.366700
10.342200 -1.903800 -16.457200
10.106200 -3.977700 -14.345700
8.116700 -1.732200 -14.358200
12.174800 -3.902300 -16.152200
14.369200 -4.054000 -14.179000
12.221600 -1.941500 -14.114400
16.397000 -2.020700 -14.064900
-18.568000 -0.049900 -14.000100
-14.406300 -0.158500 -14.067200
-16.542600 2.075400 -13.991300
-12.431900 -0.148900 -16.286700
-10.354400 1.860300 -16.406600
-10.548600 -0.067800 -14.195300
-12.408700 1.981000 -14.141800
-8.378900 -0.127200 -16.461500
-6.306100 1.816400 -16.519700
-6.322100 -0.040400 -14.431100
-8.326900 1.861100 -14.441000
-4.197700 -0.075900 -16.536400
-2.241600 2.001400 -16.533000
-2.202500 -0.110800 -14.428200
-4.154000 1.794600 -14.351300
-0.117500 0.130200 -16.438800
2.020100 1.881200 -16.468600
2.193500 -0.039700 -14.273000
-0.090600 2.020000 -14.456100
4.175000 -0.043100 -16.520700
6.167600 1.962400 -16.484200
6.142700 0.212700 -14.385600
4.133600 2.037700 -14.563100
8.293100 -0.045800 -16.568600
10.107200 2.079100 -16.510100
10.269000 0.142000 -14.449200
8.129000 2.048700 -14.331400
12.392600 -0.103300 -16.268500
14.386700 -0.106500 -14.200600
12.440300 1.948600 -14.271400
18.417600 0.117200 -13.973200
16.440900 2.111200 -14.089000
-14.370900 4.083300 -14.247500
-12.315500 3.921100 -16.184900
-10.223400 5.907300 -16.307100
-10.319800 4.039300 -14.264400
-12.222300 6.036800 -14.295700
-8.381800 3.973200 -16.374800
-6.225300 6.119600 -16.341000
-6.123700 3.932400 -14.483000
-8.235400 5.891300 -14.306000
-4.247000 4.007600 -16.477400
-2.158300 5.875400 -16.481600
-2.102300 3.963100 -14.414300
-4.072500 5.958200 -14.319500
-0.108800 4.060700 -16.493300
1.940700 5.933600 -16.518200
2.040300 3.970400 -14.395600
-0.097500 5.868900 -14.385200
3.890400 4.073600 -16.575200
6.009200 6.019800 -16.364700
6.121300 3.997200 -14.401100
3.913600 6.015800 -14.422600
8.083000 4.022600 -16.511800
10.066900 5.798900 -16.456300
10.241400 3.963300 -14.360100
8.106800 5.852300 -14.350700
12.250300 3.985000 -16.313800
14.350800 4.166700 -14.258600
12.162400 6.008800 -14.392800
-10.151300 8.078800 -14.403600
-8.122600 7.957900 -16.432800
-6.099100 9.939400 -16.445600
-6.152400 7.988900 -14.288600
-8.157500 10.081200 -14.425900
-4.000500 7.932300 -16.402600
-1.960000 10.025200 -16.486400
-2.116000 7.861800 -14.390800
-4.016400 10.035400 -14.439600
-0.174300 7.858900 -16.452300
1.855200 9.885200 -16.412100
2.043600 8.127400 -14.406600
-0.112500 10.079300 -14.462100
3.876300 8.055400 -16.430600
6.055000 9.942700 -16.449200
6.088500 7.970800 -14.386500
4.031200 10.092300 -14.459500
8.057400 7.921100 -16.495400
10.105800 8.099900 -14.631600
8.114000 10.027000 -14.475400
-6.105800 12.163600 -14.568000
-4.062700 11.958400 -16.518000
-2.096300 14.054400 -16.526900
-2.069100 12.177700 -14.445900
-4.066200 14.160400 -14.522600
-0.065200 12.058100 -16.506600
1.955000 13.956600 -16.502700
2.016700 12.034500 -14.422000
-0.049200 14.063400 -14.450500
3.960900 11.976300 -16.587300
5.922000 11.889300 -14.458200
3.912500 14.107800 -14.495000
-5.999400 -14.305700 -12.476600
-5.912800 -16.284100 -10.342200
-8.200000 -14.406900 -10.365200
-3.866700 -16.149800 -12.466400
-2.050100 -14.186900 -12.509300
-2.106300 -16.556400 -10.366400
-3.920600 -14.212500 -10.379500
-0.190000 -16.351000 -12.438900
1.785600 -14.325900 -12.446400
1.906300 -16.565900 -10.385100
-0.093700 -14.437000 -10.527800
3.758000 -16.246400 -12.416000
5.913100 -14.435600 -12.429100
5.831800 -16.326800 -10.301200
3.872300 -14.455000 -10.424300
8.067300 -14.427000 -10.197200
-10.282500 -10.443700 -12.554300
-10.281400 -12.376200 -10.464600
-12.326000 -10.459300 -10.406800
-8.075300 -12.328100 -12.319600
-6.116600 -10.242300 -12.581800
-6.072200 -12.435000 -10.365300
-8.185400 -10.291900 -10.428000
-4.115600 -12.333900 -12.596600
-2.042700 -10.211500 -12.440600
-1.965900 -12.201500 -10.307300
-4.090500 -10.396800 -10.623000
-0.018600 -12.141800 -12.461800
2.007100 -10.298400 -12.328400
2.026700 -12.338800 -10.236700
-0.049500 -10.378900 -10.372800
3.937600 -12.352800 -12.371600
6.114400 -10.163600 -12.310100
6.042500 -12.498000 -10.386400
4.019700 -10.383700 -10.422600
8.176300 -12.686900 -12.369000
